article_number,article_title,article_text,book,title,chapter,section,annotations
1,Efectele întârzierii debitorului,"Debitorul răspunde, de la data la care se află în întârziere, pentru orice pierdere cauzată de un caz fortuit, cu excepția situației în care cazul fortuit îl liberează pe debitor de însăși executarea obligației.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 2-a Punerea în întârziere a debitorului,
1,Cazul obligațiilor solidare,"(1) Notificarea prin care creditorul pune în întârziere pe unul dintre codebitorii solidari produce efecte și în privința celorlalți.
(2) Notificarea făcută de unul dintre creditorii solidari produce, tot astfel, efecte și în privința celorlalți creditori.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 2-a Punerea în întârziere a debitorului,
1,Dreptul la executarea în natură,"(1) Creditorul poate cere întotdeauna ca debitorul să fie constrâns să execute obligația în natură, cu excepția cazului în care o asemenea executare este imposibilă.
(2) Dreptul la executare în natură cuprinde, dacă este cazul, dreptul la repararea sau înlocuirea bunului, precum și orice alt mijloc pentru a remedia o executare defectuoasă.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 3-a Executarea silită în natură,
1,Executarea obligației de a face,"(1) În cazul neexecutării unei obligații de a face, creditorul poate, pe cheltuiala debitorului, să execute el însuși ori să facă să fie executată obligația.
(2) Cu excepția cazului în care debitorul este de drept în întârziere, creditorul poate să exercite acest drept numai dacă îl înștiințează pe debitor fie odată cu punerea în întârziere, fie ulterior acesteia.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 3-a Executarea silită în natură,
1,Executarea obligației de a nu face,"În cazul neexecutării obligației de a nu face, creditorul poate cere instanței încuviințarea să înlăture ori să ridice ceea ce debitorul a făcut cu încălcarea obligației, pe cheltuiala debitorului, în limita stabilită prin hotărâre judecătorească.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 3-a Executarea silită în natură,
1,Dreptul la daune-interese,"Creditorul are dreptul la daune-interese pentru repararea prejudiciului pe care debitorul i l-a cauzat și care este consecința directă și necesară a neexecutării fără justificare sau, după caz, culpabile a obligației.
I. Evaluarea prejudiciului",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Repararea integrală,"(1) Creditorul are dreptul la repararea integrală a prejudiciului pe care l-a suferit din faptul neexecutării.
(2) Prejudiciul cuprinde pierderea efectiv suferită de creditor și beneficiul de care acesta este lipsit. La stabilirea întinderii prejudiciului se ține seama și de cheltuielile pe care creditorul le-a făcut, într-o limită rezonabilă, pentru evitarea sau limitarea prejudiciului.
(3) Creditorul are dreptul și la repararea prejudiciului nepatrimonial.
Decizie de respingere: HP nr. 13/2022, publicată în Monitorul Oficial nr. 398 din 26 aprilie 2022.
Decizie de respingere: HP nr. 289/2025, publicată în Monitorul Oficial nr. 876 din 24 septembrie 2025.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,Notă
1,Caracterul cert al prejudiciului,"(1) La stabilirea daunelor-interese se ține seama de prejudiciile viitoare, atunci când acestea sunt certe.
(2) Prejudiciul ce ar fi cauzat prin pierderea unei șanse de a obține un avantaj poate fi reparat proporțional cu probabilitatea obținerii avantajului, ținând cont de împrejurări și de situația concretă a creditorului.
(3) Prejudiciul al cărui cuantum nu poate fi stabilit cu certitudine se determină de instanța de judecată.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Previzibilitatea prejudiciului,"Debitorul răspunde numai pentru prejudiciile pe care le-a prevăzut sau pe care putea să le prevadă ca urmare a neexecutării la momentul încheierii contractului, afară de cazul în care neexecutarea este intenționată ori se datorează culpei grave a acestuia. Chiar și în acest din urmă caz, daunele-interese nu cuprind decât ceea ce este consecința directă și necesară a neexecutării obligației.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Prejudiciul imputabil creditorului,"(1) Dacă, prin acțiunea sau omisiunea sa culpabilă, creditorul a contribuit la producerea prejudiciului, despăgubirile datorate de debitor se vor diminua în mod corespunzător. Această dispoziție se aplică și atunci când prejudiciul este cauzat în parte de un eveniment al cărui risc a fost asumat de creditor.
(2) Debitorul nu datorează despăgubiri pentru prejudiciile pe care creditorul le-ar fi putut evita cu o minimă diligență.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Daunele moratorii în cazul obligațiilor bănești,"(1) În cazul în care o sumă de bani nu este plătită la scadență, creditorul are dreptul la daune moratorii, de la scadență până în momentul plății, în cuantumul convenit de părți sau, în lipsă, în cel prevăzut de lege, fără a trebui să dovedească vreun prejudiciu. În acest caz, debitorul nu are dreptul să facă dovada că prejudiciul suferit de creditor ca urmare a întârzierii plății ar fi mai mic.
(2) Dacă, înainte de scadență, debitorul datora dobânzi mai mari decât dobânda legală, daunele moratorii sunt datorate la nivelul aplicabil înainte de scadență.
(3) Dacă nu sunt datorate dobânzi moratorii mai mari decât dobânda legală, creditorul are dreptul, în afara dobânzii legale, la daune-interese pentru repararea integrală a prejudiciului suferit.
Decizie de admitere: HP nr. 50/2024, publicată în Monitorul Oficial nr. 1188 din 29 noiembrie 2024:
În interpretarea și aplicarea dispozițiilor art. 628 alin. (4) din Codul de procedură civilă, instanța de executare stabilește dobânzi, penalități sau alte sume care se cuvin de plin drept creditorului, potrivit art. 1.535 din Codul civil sau altor dispoziții legale speciale, și în cazul în care creditorul solicită penalități de întârziere prevăzute în contract.
Decizie de respingere: HP nr. 289/2025, publicată în Monitorul Oficial nr. 876 din 24 septembrie 2025.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,Notă
1,Daunele moratorii în cazul obligațiilor de a face,"În cazul altor obligații decât cele având ca obiect plata unei sume de bani, executarea cu întârziere dă întotdeauna dreptul la daune-interese egale cu dobânda legală, calculată de la data la care debitorul este în întârziere asupra echivalentului în bani al obligației, cu excepția cazului în care s-a stipulat o clauză penală ori creditorul poate dovedi un prejudiciu mai mare cauzat de întârzierea în executarea obligației.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Dovada prejudiciului,"Dovada neexecutării obligației nu îl scutește pe creditor de proba prejudiciului, cu excepția cazului în care prin lege sau prin convenția părților se prevede altfel.
II. Clauza penală și arvuna",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Clauza penală,"(1) Clauza penală este aceea prin care părțile stipulează că debitorul se obligă la o anumită prestație în cazul neexecutării obligației principale.
(2) În caz de neexecutare, creditorul poate cere fie executarea silită în natură a obligației principale, fie clauza penală.
(3) Debitorul nu se poate libera oferind despăgubirea convenită.
(4) Creditorul poate cere executarea clauzei penale fără a fi ținut să dovedească vreun prejudiciu.
(5) Dispozițiile privitoare la clauza penală sunt aplicabile convenției prin care creditorul este îndreptățit ca, în cazul rezoluțiunii sau rezilierii contractului din culpa debitorului, să păstreze plata parțială făcută de acesta din urmă. Sunt exceptate dispozițiile privitoare la arvună.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Cumulul penalității cu executarea în natură,"Creditorul nu poate cere atât executarea în natură a obligației principale, cât și plata penalității, afară de cazul în care penalitatea a fost stipulată pentru neexecutarea obligațiilor la timp sau în locul stabilit. În acest din urmă caz, creditorul poate cere atât executarea obligației principale, cât și a penalității, dacă nu renunță la acest drept sau dacă nu acceptă, fără rezerve, executarea obligației.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Nulitatea clauzei penale,"(1) Nulitatea obligației principale o atrage pe aceea a clauzei penale. Nulitatea clauzei penale nu o atrage pe aceea a obligației principale.
(2) Penalitatea nu poate fi cerută atunci când executarea obligației a devenit imposibilă din cauze neimputabile debitorului.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
1,Reducerea cuantumului penalității,"(1) Instanța nu poate reduce penalitatea decât atunci când:
a) obligația principală a fost executată în parte și această executare a profitat creditorului;
b) penalitatea este vădit excesivă față de prejudiciul ce putea fi prevăzut de părți la încheierea contractului.
Decizie de respingere: HP nr. 73/2021, publicată în Monitorul Oficial nr. 1123 din 25 noiembrie 2021.
(2) În cazul prevăzut la alin. (1) lit. b), penalitatea astfel redusă trebuie însă să rămână superioară obligației principale.
Decizie de respingere: HP nr. 73/2021, publicată în Monitorul Oficial nr. 1123 din 25 noiembrie 2021.
(3) Orice stipulație contrară se consideră nescrisă.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,Notă
1,Obligația principală indivizibilă,"Atunci când obligația principală este indivizibilă, fără a fi solidară, iar neexecutarea acesteia rezultă din fapta unuia dintre codebitori, penalitatea poate fi cerută fie în totalitate celui care nu a executat, fie celorlalți codebitori, fiecăruia pentru partea sa. Aceștia păstrează dreptul de regres în contra celui care a provocat neexecutarea.",Cartea a V-a Despre obligații*),Titlul V Executarea obligațiilor,Capitolul II Executarea silită a obligațiilor,Secţiunea a 4-a Executarea prin echivalent,
